id,lat,lon,county,building_type,name,raw_income,minority_pct,flood_zone,income_quartile,wind_risk_mph,property_value,noi,insurance_premium,physical_risk_score,financial_exposure_score,final_priority_score,baseline_rank,funded_baseline,minority_quartile,risk_justified_prob_balanced,risk_justified_prob_plain,risk_only_funded,risk_justified_prob
osm_275139244,25.9854546,-80.1629913,Broward,retail,Burger King,35388.0,0.8266644250168124,X,1.0,175.51525088143455,3489956.442888818,230129.95774144307,27919.651543110547,1.0,0.893,0.35828,97.0,False,High,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_50193945,26.1893619,-80.1384348,Broward,retail,Commercial Property 50193945,63405.0,0.3494572462388116,X,2.0,177.02856692538302,6223887.980860018,318167.9273348947,49791.10384688015,1.0,0.927,0.356,98.0,False,Low-Mid,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_263075210,25.7732332,-80.1379583,Miami-Dade,commercial,Commercial Property 263075210,47450.0,0.3860519404727167,X,1.0,160.64847850358382,5577037.097391887,425640.4784938206,44616.2967791351,0.0,0.887,0.354,99.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255185951,25.6979517,-80.1636606,Miami-Dade,retail,The Arcade,239853.0,0.501064282673478,X,4.0,171.26406981655035,26237335.48758712,1856471.367102764,209898.68390069687,0.0,0.7248603572513868,0.345738,100.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_182448795,25.7644797,-80.2538491,Miami-Dade,retail,Commercial Property 182448795,44286.0,0.5512732278045424,X,1.0,183.27500072434708,4456915.976617691,288289.29364330554,35655.32781294153,1.0,0.813,0.342,101.0,False,Mid-High,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_237985501,25.9344366,-80.1523954,Miami-Dade,commercial,Commercial Property 237985501,36114.0,0.5881711043212571,X,1.0,183.9468448256698,3921812.455327439,222738.84133388143,31374.49964261952,1.0,0.697,0.342,101.0,False,High,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_275139251,25.9853696,-80.1634692,Broward,retail,Taco Bell,35388.0,0.8266644250168124,X,1.0,154.9323478741167,3738304.473107151,197455.21683830977,29906.435784857207,0.0,0.876,0.33776,103.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_138391090,25.5762817,-80.3712576,Miami-Dade,commercial,Applebee's,37824.0,0.4902796725784447,X,1.0,175.61978796339918,4495600.260152719,257425.5252549891,35964.80208122175,1.0,0.783,0.314,104.0,False,Mid-High,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_258423142,25.7739925,-80.1402505,Miami-Dade,retail,Commercial Property 258423142,47450.0,0.3860519404727167,X,1.0,171.03902541101232,4956163.638463026,275540.66969747265,39649.309107704205,1.0,0.755,0.3,105.0,False,Low-Mid,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_308833683,28.1186802,-81.9744433,Polk,commercial,Charleys Philly Steaks,57591.0,0.2006617038875103,X,2.0,124.91745517677155,3520043.9342795843,250025.46089327632,28160.351474236675,0.0,0.499,0.298,106.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_232850967,27.8966031,-81.8393825,Polk,commercial,"Matthews Law Firm, P.A.",49681.0,0.5014139271827501,X,1.0,111.10660842063598,3037057.6329795523,241747.31953557933,24296.461063836417,0.0,0.499,0.298,106.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_258452799,28.121621,-81.6422742,Polk,commercial,Mid Florida Community Credit Union,68283.0,0.5550265270031288,X,2.0,117.55346887476092,4659830.453565657,247127.9584505739,37278.64362852526,0.0,0.499,0.298,106.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_237985502,25.9334382,-80.1530192,Miami-Dade,commercial,Commercial Property 237985502,36114.0,0.5881711043212571,X,1.0,155.4598082117671,3808894.267858834,262696.2950033898,30471.15414287068,0.0,0.737,0.294,109.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255978503,27.9574801,-81.6215825,Polk,retail,Commercial Property 255978503,51090.0,0.4192319898444938,X,2.0,128.2869300193969,3320353.266069069,202937.54921014555,26562.82612855255,0.0,0.399,0.238,110.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_141198265,25.7147707,-80.4484425,Miami-Dade,commercial,Commercial Property 141198265,97566.0,0.4372565988749459,X,4.0,162.8226645152792,11047304.488234166,849684.730448159,88378.43590587332,0.0,0.3256081678591463,0.195236,111.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_112961770,25.7861773,-80.3797759,Miami-Dade,retail,P.F. Chang's,89028.0,0.3479697178251892,X,4.0,154.88228512282146,10417082.407184636,718706.2219349612,83336.65925747709,0.0,0.28228119398647,0.170712,112.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_309172553,28.2590792,-81.4382224,Polk,commercial,Commercial Property 309172553,38159.0,0.3976717987232445,X,1.0,118.35939392709834,2480975.8603236564,130263.69088965649,19847.80688258925,0.0,0.199,0.148,113.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255467227,25.807813,-80.2617114,Miami-Dade,commercial,Commercial Property 255467227,73375.0,0.829683698296837,X,3.0,165.96244944759627,8564345.104909815,628590.9546536291,68514.76083927852,0.0,0.2433890950675115,0.146794,114.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_177536374,25.7788826,-80.3058999,Miami-Dade,commercial,Commercial Property 177536374,73375.0,0.829683698296837,X,3.0,171.41485131528327,7302076.50440142,561649.968385962,58416.612035211365,0.0,0.2152282801439576,0.129137,115.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255978106,27.9508917,-81.6178393,Polk,retail,Commercial Property 255978106,55893.0,0.1692464358452138,X,2.0,138.28729111737556,3854767.654206853,279745.2527081067,30838.14123365482,1.0,0.156,0.1232,116.0,False,Low,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_61499318,25.8127883,-80.3656236,Miami-Dade,commercial,Doral Grand Plaza,90724.0,0.4368575624082232,X,4.0,151.62576444519993,8855539.487878729,485498.23587283125,70844.31590302983,0.0,0.2023249234842732,0.121642,117.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_114691768,27.9728376,-81.9607021,Polk,commercial,KFC,77127.0,0.0797153024911032,X,3.0,116.66323431412192,5605186.365624705,376686.10524247336,44841.49092499764,0.0,0.184,0.1152,118.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_114768743,27.975231,-81.9591516,Polk,retail,Tires Plus,77127.0,0.0797153024911032,X,3.0,134.5404429776748,5147201.329730478,384978.3555419874,41177.61063784383,0.0,0.184,0.1152,118.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_295918955,28.3585794,-81.5905013,Polk,commercial,Mr. Kamal's,114613.0,0.4219567690557451,X,4.0,125.56371865230098,7016158.734516261,454875.87690664927,56129.26987613009,0.0,0.184,0.1152,118.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_308833647,28.0898321,-81.9745827,Polk,commercial,Buffalo Wild Wings,70388.0,0.2976595744680851,X,3.0,122.52233009446336,4522957.977636188,355060.6094754445,36183.6638210895,0.0,0.156,0.0928,121.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_278440749,28.3306197,-81.5420315,Polk,commercial,Commercial Property 278440749,76582.0,0.2156739811912225,X,3.0,125.32241907732696,5519399.500241868,291085.4041590572,44155.19600193495,0.0,0.156,0.0928,121.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_309172586,28.2632908,-81.4332539,Polk,commercial,Commercial Property 309172586,76035.0,0.4706329595134005,X,3.0,131.09056876685534,4620453.070904874,307194.8259017525,36963.62456723899,0.0,0.156,0.0928,121.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_178954065,28.1821653,-81.6414939,Polk,office,Commercial Property 178954065,68283.0,0.5550265270031288,X,2.0,113.3015577358303,4878513.305787953,306711.25740897533,39028.10644630362,0.0,0.156,0.0928,121.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_280679810,27.9768323,-81.6492148,Polk,retail,Walmart Supercenter,61563.0,0.2410381750465549,X,2.0,116.83805487625824,4310125.007285973,313071.4736841533,34481.000058287784,0.0,0.156,0.0928,121.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_114182649,28.00045,-81.9785562,Polk,retail,Lakeside Village Retail Shops,70154.0,0.1903032217308907,X,3.0,122.8132336587877,4305700.691924213,331868.7148398633,34445.60553539371,0.0,0.156,0.0928,121.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255485780,25.7964408,-80.3257228,Miami-Dade,retail,Commercial Property 255485780,89028.0,0.3479697178251892,X,4.0,153.41852399022343,9191789.455115989,526870.5156908805,73534.3156409279,0.0,0.2168886072200064,0.081864,127.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255437916,25.7986955,-80.1281848,Miami-Dade,retail,Walgreens,68125.0,0.4305019305019305,X,2.0,173.94815592792548,8078391.6209210595,499187.5020005858,64627.13296736848,1.5,0.2014579569740705,0.080229,128.0,False,Low-Mid,0.24084653813274462,0.1258066346048451,True,0.24084653813274462
osm_176994721,28.1264618,-81.6402832,Polk,retail,McDonald's,68283.0,0.5550265270031288,X,2.0,120.12845514210883,4363930.814984786,261224.6208692216,34911.44651987829,0.0,0.123,0.0744,129.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_114185540,27.9997016,-81.9800609,Polk,retail,Commercial Property 114185540,70154.0,0.1903032217308907,X,3.0,139.15346248162882,4537481.22387438,242809.74286297668,36299.84979099504,1.0,0.123,0.0744,129.0,False,Low,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_255978508,27.9591863,-81.6224625,Polk,retail,Commercial Property 255978508,51090.0,0.4192319898444938,X,2.0,120.9088880713788,3366170.5775355445,257953.439923464,26929.36462028436,0.0,0.123,0.0744,129.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_300639666,28.3417287,-81.4208499,Polk,commercial,Commercial Property 300639666,51856.0,0.6386252885355219,X,2.0,136.8827389977048,3368578.2647582744,246891.14795887703,26948.6261180662,0.0,0.123,0.0744,129.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_109582480,28.3320602,-81.4712037,Polk,retail,Target,50502.0,0.4191912268677176,X,1.0,135.8219174976903,3245628.599349973,249477.50402118333,25965.028794799782,0.0,0.123,0.0744,129.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_207799793,25.7911821,-80.1290251,Miami-Dade,commercial,"The Ritz-Carlton, South Beach",67593.0,0.3404924044002095,X,2.0,170.73450991017148,6738924.096600448,471084.8466294015,53911.39277280359,0.0,0.1844545682070633,0.074182,134.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_144051823,25.6906548,-80.3124954,Miami-Dade,retail,Dadeland Mall,46847.0,0.4960592309529496,X,1.0,160.22506269873264,4911703.953460601,297041.61911936913,39293.63162768481,0.0,0.1205473910379586,0.07233,135.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_219137025,25.4790281,-80.4412904,Miami-Dade,retail,Commercial Property 219137025,70313.0,0.2783707253321716,X,3.0,160.66148192106797,6998226.168923095,427112.0591170677,55985.80935138476,0.0,0.1729222652162281,0.070932,136.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_103110743,25.6108666,-80.3975994,Miami-Dade,retail,Nourish 305,54883.0,0.5663885992353146,X,2.0,183.7971211576096,6123591.551965513,462188.4966652804,48988.73241572411,1.5,0.1778475349321634,0.069382,137.0,False,High,0.24084653813274462,0.1258066346048451,True,0.24084653813274462
osm_278554751,25.7599971,-80.4002245,Miami-Dade,retail,Commercial Property 278554751,70423.0,0.4507294599436908,X,3.0,167.99820534447642,7791551.162815493,391727.33708731545,62332.40930252395,0.0,0.1673841285682137,0.066976,138.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_204043658,25.9433243,-80.1219752,Miami-Dade,retail,Commercial Property 204043658,56500.0,0.2883630153696023,X,2.0,178.29390718407615,6313777.782324337,423334.1161135152,50510.2222585947,1.5,0.1674084126409303,0.066664,139.0,False,Low,0.24084653813274462,0.1258066346048451,True,0.24084653813274462
osm_250698812,25.4993218,-80.4060164,Miami-Dade,retail,Commercial Property 250698812,59936.0,0.5224191866527633,X,2.0,155.9683443290552,6690405.584406871,379533.8584331237,53523.24467525497,0.0,0.156678753270141,0.062676,140.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_278763624,25.5926854,-80.3658696,Miami-Dade,commercial,Commercial Property 278763624,28225.0,0.6573307355090112,X,1.0,183.21099380386667,2950932.9737451486,213632.0317466612,23607.463789961188,1.5,0.0829755805559673,0.061492,141.0,False,High,0.24084653813274462,0.1258066346048451,True,0.24084653813274462
osm_255394260,25.7742953,-80.1333218,Miami-Dade,commercial,City National Bank,49665.0,0.3735303997312731,X,1.0,156.9885823755426,5016262.118519362,386034.60604632687,40130.0969481549,0.0,0.1479144593724219,0.059468,142.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255394184,25.7741168,-80.137644,Miami-Dade,retail,The Flower Bazaar,47450.0,0.3860519404727167,X,1.0,152.27680575448477,5358554.587813713,306067.0949785035,42868.4367025097,0.0,0.1261148778555588,0.050548,143.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_267338482,25.9641942,-80.1460673,Miami-Dade,commercial,KLA Schools of Aventura,41633.0,0.4177057356608479,X,1.0,177.48115864875547,4638361.076360731,243626.19997601825,37106.88861088585,0.0,0.1027733708815141,0.041108,144.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_278763605,25.5901212,-80.3655021,Miami-Dade,commercial,Commercial Property 278763605,28225.0,0.6573307355090112,X,1.0,165.40533728088604,3297461.13709727,227307.70959527185,26379.68909677816,0.0,0.089296064156004,0.033468,145.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_300636412,28.3429165,-81.4168233,Polk,commercial,Commercial Property 300636412,39236.0,0.6236735725113693,X,1.0,119.54010424915592,2532450.2360715657,197335.41007208088,20259.601888572524,0.0,0.0,0.0,146.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_306826894,28.3485883,-81.6657599,Polk,retail,Commercial Property 306826894,35463.0,0.593996062992126,X,1.0,134.2232046549219,2596130.4513435983,161942.8020409522,20769.043610748788,0.0,0.0,0.0,146.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_300636421,28.3436954,-81.4167214,Polk,commercial,Mc Coy Federal Credit Union,39236.0,0.6236735725113693,X,1.0,119.69608796062266,2768271.9381283657,203989.92930247428,22146.175505026928,0.0,0.0,0.0,146.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255978509,27.9616312,-81.6213719,Polk,retail,Commercial Property 255978509,51090.0,0.4192319898444938,X,2.0,113.59596102001048,3495807.5089300675,221820.75213883963,27966.460071440542,0.0,0.0,0.0,146.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_271585309,28.3212665,-81.5532847,Polk,commercial,Celebration Business Center,68283.0,0.4501053104021946,X,2.0,110.20856391593573,4451324.776386732,224013.4960158995,35610.59821109386,0.0,0.0,0.0,146.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
